ID,Value,Category,Score
3904,181.25,B,36
3905,856.13,A,94
3906,81.92,B,100
3907,261.17,C,4
3908,246.03,B,87
3909,415.67,E,94
3910,470.63,E,17
3911,348.03,C,88
3912,480.47,C,29
3913,467.11,D,78
3914,60.10,E,69
3915,956.83,E,91
3916,523.81,B,77
3917,541.79,E,43
3918,659.47,B,12
3919,261.65,E,18
3920,357.17,D,45
3921,351.48,C,30
3922,983.48,E,43
3923,85.68,B,10
3924,485.05,A,22
3925,460.27,B,96
3926,54.13,B,2
3927,3.69,C,87
3928,3.65,B,54
3929,99.44,D,75
3930,730.22,B,11
3931,7.65,B,59
3932,125.68,B,73
3933,203.38,C,43
3934,416.02,A,59
3935,441.04,C,52
3936,347.70,A,88
3937,51.41,E,21
3938,158.93,A,15
3939,806.51,E,21
3940,314.68,C,9
3941,202.96,C,72
3942,278.89,C,86
3943,729.58,C,58
3944,710.23,B,24
3945,915.96,C,60
3946,767.45,A,85
3947,775.71,E,47
3948,634.76,C,47
3949,688.21,D,83
3950,562.30,C,12
3951,143.04,E,88
3952,679.20,A,10
3953,34.40,E,38
3954,220.52,B,41
3955,185.68,B,76
3956,301.41,A,55
3957,40.55,D,68
3958,464.64,B,84
3959,87.32,C,14
3960,598.10,D,2
3961,575.63,B,95
3962,248.41,C,40
3963,21.52,C,82
3964,391.68,C,1
3965,753.64,D,85
3966,586.37,A,26
3967,332.70,C,72
3968,888.22,C,51
3969,527.59,E,50
3970,463.00,E,98
3971,525.28,E,5
3972,982.96,B,63
3973,327.07,E,11
3974,625.74,A,40
3975,853.51,E,81
3976,752.30,E,58
3977,782.18,C,40
3978,108.87,A,65
3979,834.76,A,38
3980,484.11,B,23
3981,58.37,E,25
3982,530.62,A,78
3983,760.21,B,77
3984,699.65,B,55
3985,657.81,C,10
3986,521.14,E,74
3987,857.97,B,59
3988,76.01,A,75
3989,492.32,A,100
3990,559.09,B,32
3991,810.79,C,100
3992,564.97,B,72
3993,261.59,E,44
3994,407.40,A,29
3995,327.53,D,58
3996,639.41,A,59
3997,132.28,E,87
3998,237.27,A,10
3999,921.30,C,63
4000,662.47,C,70
4001,599.73,D,15
4002,243.48,A,15
4003,740.43,C,80
4004,655.69,C,93
4005,43.96,B,82
4006,76.59,B,19
4007,976.14,B,55
4008,377.46,D,16
4009,71.65,D,83
4010,828.03,A,17
4011,800.69,E,34
4012,181.87,E,20
4013,405.90,A,50
4014,281.87,B,52
4015,442.06,C,57
4016,459.80,A,75
4017,565.16,A,95
4018,114.96,C,94
4019,160.99,D,77
4020,948.95,D,52
4021,656.83,D,33
4022,523.70,B,99
4023,30.91,D,88
4024,633.20,C,92
4025,610.91,E,11
4026,418.24,D,9
4027,311.20,D,40
4028,932.03,B,39
4029,562.69,D,79
4030,726.09,C,89
4031,473.07,C,74
4032,381.00,D,93
4033,377.68,B,30
4034,689.90,E,100
4035,674.35,B,85
4036,729.79,C,23
4037,15.20,D,51
4038,851.10,C,50
4039,404.62,A,75
4040,796.07,D,33
4041,137.17,A,5
4042,537.25,B,19
4043,459.11,B,63
4044,252.96,E,35
4045,214.80,D,55
4046,97.16,D,39
4047,408.55,D,26
4048,133.12,B,1
4049,598.02,D,82
4050,929.43,D,91
4051,484.10,C,29
4052,819.83,C,36
4053,72.61,D,57
4054,41.72,D,62
4055,150.88,B,79
4056,268.58,A,54
4057,903.76,A,90
4058,165.31,D,73
4059,562.06,B,15
4060,22.65,D,79
4061,718.93,E,85
4062,171.68,B,54
4063,737.06,A,14
4064,813.39,B,93
4065,79.84,B,75
4066,441.88,B,94
4067,306.54,E,50
4068,732.77,D,64
4069,377.53,C,16
4070,656.75,D,42
4071,799.34,B,63
4072,681.67,E,100
4073,646.05,B,6
4074,670.81,E,76
4075,115.67,D,41
4076,119.24,A,38
4077,818.72,B,97
4078,261.44,D,97
4079,620.12,C,77
4080,179.93,B,12
4081,49.40,E,25
4082,71.43,C,24
4083,812.53,A,85
4084,398.42,D,6
4085,849.03,E,11
4086,280.18,E,72
4087,773.50,A,77
4088,136.89,A,57
4089,988.62,B,28
4090,392.61,A,9
4091,891.57,A,93
4092,62.85,E,13
4093,502.45,B,75
4094,448.59,C,13
4095,216.73,B,41
4096,606.24,C,55
4097,30.68,D,6
4098,23.80,E,91
4099,123.73,E,92
4100,570.09,E,44
4101,529.30,C,97
4102,3.45,C,75
4103,477.80,C,57
4104,997.90,B,46
4105,259.36,C,39
4106,840.32,D,84
4107,178.84,D,12
4108,544.55,B,48
4109,712.23,E,37
4110,307.27,A,35
4111,563.96,D,19
4112,887.70,C,49
4113,781.62,D,21
4114,169.83,D,88
4115,868.49,B,67
4116,726.09,B,70
4117,641.46,C,22
4118,385.12,A,70
4119,807.45,A,84
4120,886.54,C,3
4121,397.31,E,78
4122,705.49,B,3
4123,997.21,E,49
4124,365.58,E,13
4125,906.63,A,4
4126,704.03,A,45
4127,568.71,E,78
4128,910.36,C,26
4129,694.16,B,11
4130,453.48,A,33
4131,814.96,E,97
4132,285.40,E,20
4133,576.12,A,85
4134,115.32,E,90
4135,758.72,C,26
4136,380.61,C,34
4137,992.51,A,71
4138,83.96,D,8
4139,308.78,E,78
4140,850.03,E,0
4141,165.96,E,44
4142,700.99,E,76
4143,655.89,E,22
4144,922.75,E,93
4145,510.44,B,8
4146,474.98,A,66
4147,999.24,B,93
4148,212.99,D,65
4149,818.08,C,26
4150,827.26,A,71
4151,456.88,E,4
4152,662.99,D,24
4153,75.84,A,42
4154,602.80,B,30
4155,841.03,D,50
4156,379.46,A,77
4157,146.45,C,68
4158,420.80,C,21
4159,374.68,A,43
4160,591.54,A,56
4161,851.22,C,2
4162,890.54,A,39
4163,432.36,B,13
4164,502.19,A,28
4165,577.35,E,88
4166,408.32,C,14
4167,443.72,A,88
4168,209.59,D,99
4169,781.60,C,68
4170,639.82,A,1
4171,248.36,C,64
4172,527.08,D,22
4173,152.77,E,87
4174,665.82,B,17
4175,878.07,A,40
4176,995.77,A,32
4177,8.15,E,77
4178,435.41,B,68
4179,25.17,C,83
4180,232.85,E,51
4181,95.80,C,47
4182,551.48,A,68
4183,214.72,B,100
4184,784.00,A,74
4185,883.93,C,83
4186,496.17,A,8
4187,746.57,A,57
4188,845.30,B,23
4189,716.73,B,8
4190,594.29,B,62
4191,414.98,B,21
4192,774.36,B,0
4193,460.88,C,84
4194,820.44,D,36
4195,578.36,D,49
4196,238.26,D,78
4197,441.19,B,49
4198,998.04,D,50
4199,471.94,B,93
4200,619.17,A,40
4201,761.23,B,32
4202,323.07,B,72
4203,179.65,D,68
4204,902.36,A,6
4205,859.58,B,39
4206,332.59,A,2
4207,438.17,D,46
4208,984.93,C,90
4209,321.61,A,31
4210,423.00,D,18
4211,978.92,E,9
4212,912.98,B,74
4213,918.29,D,2
4214,513.55,A,55
4215,481.69,E,90
4216,528.79,A,84
4217,171.75,E,97
4218,279.37,B,87
4219,589.81,A,10
4220,997.96,B,77
4221,191.86,E,49
4222,708.24,C,15
4223,420.38,A,41
4224,420.08,A,40
4225,354.11,A,9
4226,623.32,E,88
4227,125.08,A,30
4228,516.85,E,70
4229,960.15,D,81
4230,403.05,A,71
4231,652.73,A,18
4232,34.28,A,0
4233,177.35,B,82
4234,881.02,C,36
4235,707.82,A,100
4236,240.05,B,80
4237,744.88,E,32
4238,172.02,B,51
4239,767.52,B,10
4240,690.80,D,0
4241,531.46,A,21
4242,168.52,C,94
4243,456.18,B,37
4244,540.53,C,69
4245,384.43,C,57
4246,399.46,E,86
4247,435.05,A,42
4248,866.09,E,23
4249,297.00,B,100
4250,523.31,E,26
4251,881.54,E,24
4252,657.35,B,61
4253,253.08,B,94
4254,239.78,B,72
4255,554.22,E,93
4256,8.54,C,56
4257,643.57,A,35
4258,846.37,D,21
4259,29.54,E,57
4260,602.48,B,9
4261,519.97,E,19
4262,567.88,E,56
4263,594.88,B,19
4264,420.45,B,80
4265,61.50,C,84
4266,517.01,A,22
4267,742.28,D,66
4268,96.93,A,79
4269,857.13,A,5
4270,351.69,B,25
4271,91.43,C,34
4272,167.44,A,51
4273,997.66,E,29
4274,904.04,D,6
4275,132.15,B,88
4276,32.08,B,34
4277,748.08,A,22
4278,665.91,C,24
4279,49.52,B,17
4280,940.69,D,82
4281,835.24,B,20
4282,696.88,D,66
4283,145.68,C,85
4284,898.65,E,1
4285,541.79,E,61
4286,953.97,D,65
4287,557.28,D,13
4288,317.70,B,47
4289,700.26,D,7
4290,170.07,C,75
4291,723.96,C,11
4292,878.55,B,70
4293,266.50,E,4
4294,104.91,D,4
4295,418.76,A,7
4296,925.27,B,40
4297,328.89,B,51
4298,309.96,E,9
4299,203.17,C,46
4300,443.19,E,45
4301,970.10,E,8
4302,629.09,B,36
4303,952.58,D,37
4304,86.46,C,21
4305,529.99,C,63
4306,199.22,B,85
4307,215.58,B,51
4308,745.85,B,96
4309,346.75,A,93
4310,565.16,B,98
4311,195.92,E,13
4312,697.84,E,59
4313,224.29,D,91
4314,855.81,E,1
4315,116.66,A,79
4316,113.27,C,30
4317,282.77,C,44
4318,668.34,C,40
4319,742.46,E,67
4320,941.02,A,1
4321,814.28,A,48
4322,630.85,D,9
4323,499.03,D,64
4324,117.97,D,64
4325,615.21,A,42
4326,361.46,B,0
4327,425.98,A,54
4328,902.44,A,23
4329,574.16,D,83
4330,63.54,E,32
4331,96.62,A,42
4332,546.05,B,76
4333,909.29,A,40
4334,228.97,A,41
4335,773.22,B,27
4336,801.05,A,87
4337,260.33,C,13
4338,373.06,B,49
4339,297.73,C,94
4340,155.99,B,53
4341,767.80,E,94
4342,41.52,E,7
4343,467.58,C,39
4344,98.00,D,72
4345,87.04,D,25
4346,622.34,D,63
4347,947.04,A,58
4348,409.93,C,60
4349,898.31,A,75
4350,57.40,D,76
4351,503.85,E,49
4352,557.78,A,27
4353,5.41,B,55
4354,609.66,A,54
4355,884.75,C,90
4356,554.39,E,84
4357,621.58,D,61
4358,766.58,E,77
4359,197.87,C,21
4360,684.07,B,4
4361,554.08,D,0
4362,230.25,B,58
4363,538.73,B,96
4364,135.17,E,19
4365,247.96,E,81
4366,463.12,A,88
4367,765.51,B,46
4368,467.51,D,59
4369,271.77,B,63
4370,929.56,D,29
4371,285.74,C,12
4372,196.38,E,77
4373,762.52,D,86
4374,288.87,E,91
4375,856.96,A,87
4376,369.12,B,19
4377,888.27,E,65
4378,121.18,B,44
4379,141.37,E,7
4380,282.54,E,7
4381,981.56,C,73
4382,498.89,C,69
4383,621.87,C,49
4384,394.41,D,18
4385,721.18,D,13
4386,779.25,E,46
4387,744.59,C,68
4388,191.60,C,71
4389,514.12,C,14
4390,586.52,D,59
4391,213.30,C,8
4392,221.43,A,4
4393,428.55,B,78
4394,640.15,B,80
4395,797.26,D,56
4396,556.70,A,16
4397,493.98,B,82
4398,136.71,A,27
4399,387.73,E,63
4400,138.66,D,55
4401,336.13,B,61
4402,876.95,A,70
4403,225.30,A,73
4404,732.45,D,16
4405,159.43,E,81
4406,129.65,B,18
4407,975.35,D,27
4408,595.93,E,71
4409,923.89,C,55
4410,78.90,A,18
4411,582.27,A,63
4412,285.89,D,11
4413,233.19,A,9
4414,345.40,A,45
4415,31.90,D,89
4416,459.78,B,77
4417,263.07,E,73
4418,689.73,E,26
4419,263.03,E,0
4420,483.24,A,70
4421,5.89,A,32
4422,650.43,B,83
4423,357.48,D,26
4424,3.22,A,17
4425,287.29,A,39
4426,56.26,B,94
4427,548.27,E,100
4428,104.09,D,37
4429,327.04,B,26
4430,977.70,E,77
4431,449.62,B,69
4432,444.89,A,94
4433,405.11,B,59
4434,916.96,B,46
4435,50.55,C,72
4436,447.36,A,64
4437,55.24,D,80
4438,671.40,E,97
4439,743.43,E,69
4440,246.45,B,58
4441,25.89,E,54
4442,184.06,D,71
4443,87.26,C,46
4444,905.80,D,54
4445,305.58,E,4
4446,124.17,D,50
4447,237.26,E,56
4448,497.01,E,16
4449,809.09,C,4
4450,498.08,D,77
4451,138.61,A,34
4452,383.04,A,53
4453,864.71,C,3
4454,815.65,C,6
4455,613.61,D,89
4456,749.53,D,75
4457,861.62,A,62
4458,595.72,D,94
4459,475.39,B,85
4460,758.47,C,3
4461,963.25,A,2
4462,793.66,D,64
4463,420.82,A,21
4464,595.64,D,33
4465,947.95,C,36
4466,694.01,B,65
4467,361.01,B,15
4468,349.91,A,20
4469,677.48,B,100
4470,494.89,A,9
4471,328.91,B,17
4472,817.85,E,65
4473,40.80,A,11
4474,246.73,E,37
4475,487.77,E,36
4476,328.39,E,52
4477,917.27,D,74
4478,316.15,A,68
4479,254.92,B,36
4480,614.56,C,22
4481,791.78,C,82
4482,779.45,D,61
4483,758.97,B,20
4484,859.86,E,81
4485,710.61,D,24
4486,472.05,B,20
4487,202.30,B,44
4488,245.92,A,2
4489,541.40,A,49
4490,40.77,C,30
4491,357.55,D,3
4492,585.19,E,39
4493,4.37,C,21
4494,699.80,A,60
4495,703.01,D,84
4496,214.95,A,85
4497,744.17,C,68
4498,540.53,B,67
4499,270.25,C,86
4500,260.97,E,7
4501,236.45,E,84
4502,392.82,C,13
4503,680.67,D,38
4504,135.48,C,27
4505,757.59,C,79
4506,997.78,E,85
4507,747.65,D,100
4508,97.60,B,51
4509,912.37,B,11
4510,466.06,A,57
4511,762.14,B,76
4512,264.16,A,94
4513,302.68,C,10
4514,438.54,C,17
4515,82.96,B,26
4516,688.94,A,43
4517,68.45,D,61
4518,976.05,A,61
4519,729.20,B,100
4520,348.40,B,72
4521,329.86,A,52
4522,637.17,C,99
4523,791.60,B,34
4524,945.58,B,85
4525,721.24,E,71
4526,163.90,B,41
4527,653.97,D,31
4528,211.00,C,44
4529,518.51,A,69
4530,531.15,D,90
4531,864.81,A,3
4532,410.15,C,67
4533,292.01,C,43
4534,645.33,A,40
4535,998.39,A,27
4536,360.80,E,9
4537,895.40,E,36
4538,433.70,A,40
4539,791.09,D,30
4540,716.07,E,87
4541,978.00,D,25
4542,718.66,C,80
4543,195.19,E,3
4544,906.28,B,43
4545,451.44,B,13
4546,302.23,B,9
4547,615.18,D,92
4548,433.65,D,63
4549,872.05,E,14
4550,529.76,B,34
4551,576.16,D,22
4552,973.07,B,98
4553,335.92,B,40
4554,316.61,B,58
4555,659.90,C,0
4556,813.53,B,12
4557,717.63,B,24
4558,986.94,B,88
4559,12.70,D,22
4560,163.26,A,83
4561,856.15,E,68
4562,886.39,A,98
4563,896.74,A,31
4564,406.35,C,36
4565,559.81,E,77
4566,607.53,C,69
4567,751.62,C,39
4568,930.54,E,47
4569,686.11,D,8
4570,547.11,E,26
4571,176.39,A,47
4572,981.64,B,12
4573,572.74,D,55
4574,715.59,C,6
4575,566.15,E,69
4576,605.92,B,34
4577,177.06,B,12
4578,310.69,B,69
4579,770.54,A,81
4580,916.96,C,40
4581,354.43,E,42
4582,633.86,C,7
4583,245.72,C,81
4584,691.36,E,83
4585,330.41,C,77
4586,733.98,A,44
4587,95.07,E,34
4588,24.46,B,24
4589,142.06,D,97
4590,766.00,D,34
4591,144.05,D,14
4592,479.28,C,1
4593,719.65,E,37
4594,95.72,B,60
4595,265.83,C,39
4596,86.21,D,22
4597,988.76,E,8
4598,549.90,E,77
4599,120.18,D,60
4600,742.61,D,100
4601,673.28,C,83
4602,547.17,D,17
4603,991.18,B,34
4604,585.48,D,43
4605,618.54,A,31
4606,406.99,B,16
4607,429.88,B,87
4608,747.88,C,61
4609,33.39,B,49
4610,575.97,B,43
4611,437.83,D,63
4612,226.32,D,10
4613,740.25,C,44
4614,752.82,D,50
4615,22.36,C,41
4616,866.90,C,9
4617,284.78,E,27
4618,83.60,C,16
4619,630.55,A,71
4620,896.32,E,81
4621,628.54,E,71
4622,972.61,C,27
4623,591.09,A,95
4624,163.63,A,75
4625,501.71,B,43
4626,953.25,E,98
4627,626.48,E,88
4628,251.01,E,97
4629,642.08,D,31
4630,936.12,A,47
4631,945.79,C,13
4632,617.28,D,22
4633,743.92,E,9
4634,849.81,B,0
4635,591.86,C,88
4636,58.02,A,52
4637,397.34,E,47
4638,590.94,D,77
4639,913.91,C,61
4640,71.92,E,94
4641,377.87,E,17
4642,631.18,D,19
4643,613.81,B,93
4644,450.19,B,94
4645,578.69,D,66
4646,264.91,C,75
4647,160.24,D,61
4648,596.61,E,84
4649,138.41,B,61
4650,719.75,E,21
4651,989.30,D,56
4652,182.79,B,72
4653,924.71,A,8
4654,220.90,E,74
4655,522.93,D,97
4656,322.44,E,19
4657,568.67,A,75
4658,588.85,E,92
4659,878.62,A,92
4660,204.20,C,54
4661,737.01,B,91
4662,695.80,B,16
4663,212.72,A,8
4664,551.20,A,23
4665,909.17,A,38
4666,252.12,B,59
4667,284.72,B,50
4668,443.37,A,36
4669,670.93,E,92
4670,769.19,B,70
4671,551.57,B,61
4672,872.88,B,13
4673,686.06,A,64
4674,515.79,A,1
4675,663.37,B,70
4676,320.75,C,99
4677,822.02,C,16
4678,337.92,E,79
4679,337.56,D,4
4680,29.85,C,57
4681,905.32,C,12
4682,779.34,D,28
4683,358.46,D,74
4684,277.48,D,43
4685,923.94,E,44
4686,510.18,C,48
4687,218.47,C,10
4688,628.69,A,10
4689,429.84,B,30
4690,817.17,C,55
4691,138.11,D,23
4692,708.48,E,35
4693,826.62,B,35
4694,226.76,A,36
4695,907.06,B,11
4696,466.69,B,91
4697,103.37,D,92
4698,335.19,E,37
4699,125.42,C,23
4700,392.19,B,57
4701,972.73,E,81
4702,538.51,E,23
4703,629.44,A,24
4704,809.33,E,37
4705,808.48,B,53
4706,422.24,A,15
4707,298.86,B,43
4708,458.51,A,83
4709,456.77,C,88
4710,252.32,D,11
4711,993.55,E,48
4712,547.80,C,36
4713,807.97,D,1
4714,318.06,D,82
4715,354.72,D,26
4716,155.28,C,93
4717,476.51,E,55
4718,369.60,D,56
4719,583.15,E,25
4720,766.81,E,92
4721,688.58,D,49
4722,865.01,D,20
4723,58.30,E,24
4724,371.05,C,28
4725,59.55,D,20
4726,554.35,B,79
4727,821.40,E,6
4728,586.06,C,2
4729,395.88,E,71
4730,614.94,C,42
4731,991.92,E,90
4732,601.74,B,45
4733,234.90,B,19
4734,741.04,C,46
4735,269.32,B,44
4736,350.66,B,47
4737,406.75,E,95
4738,152.51,A,78
4739,946.56,D,54
4740,653.13,A,20
4741,97.21,A,98
4742,567.29,C,78
4743,443.37,D,40
4744,525.24,B,74
4745,705.08,D,34
4746,116.43,A,33
4747,744.25,E,25
4748,597.79,B,98
4749,900.79,B,9
4750,149.29,E,15
4751,461.87,C,52
4752,279.97,A,97
4753,962.01,E,52
4754,878.06,A,2
4755,871.85,D,40
4756,890.99,B,46
4757,389.30,B,31
4758,760.87,D,18
4759,792.18,B,30
4760,47.51,E,94
4761,949.12,C,98
4762,443.26,D,98
4763,363.90,E,53
4764,46.13,D,62
4765,312.56,A,21
4766,612.04,B,51
4767,147.43,A,78
4768,788.74,D,33
4769,581.94,C,55
4770,665.75,B,36
4771,581.18,C,38
4772,191.10,B,57
4773,871.15,D,79
4774,174.51,C,94
4775,30.00,B,5
4776,520.72,B,1
4777,237.41,C,26
4778,22.54,C,37
4779,459.15,E,57
4780,445.87,B,36
4781,933.48,B,29
4782,606.81,A,82
4783,289.46,D,3
4784,481.56,B,61
4785,568.09,D,9
4786,400.42,A,61
4787,930.12,B,55
4788,584.63,C,92
4789,591.10,C,34
4790,272.64,D,5
4791,959.32,A,34
4792,932.53,B,0
4793,947.03,E,93
4794,381.85,A,78
4795,351.69,B,95
4796,257.48,D,76
4797,220.67,C,96
4798,569.92,C,4
4799,302.85,A,93
4800,63.70,E,82
4801,224.92,A,24
4802,134.58,E,83
4803,345.98,B,57
4804,904.56,D,17
4805,22.58,A,23
4806,539.06,C,73
4807,153.74,E,38
4808,721.74,B,33
4809,841.31,E,20
4810,785.89,B,22
4811,210.86,D,34
4812,831.20,A,61
4813,47.89,B,3
4814,887.44,D,74
4815,475.75,D,100
4816,556.48,D,65
4817,703.23,E,82
4818,781.66,C,74
4819,721.99,E,32
4820,127.09,E,89
4821,576.48,C,10
4822,844.23,D,28
4823,311.25,A,48
4824,57.51,B,77
4825,582.91,E,99
4826,544.47,E,78
4827,312.82,E,16
4828,473.04,E,45
4829,589.32,D,33
4830,645.97,E,50
4831,671.81,B,21
4832,505.61,B,70
4833,270.99,E,76
4834,155.45,C,85
4835,778.69,D,5
4836,563.24,A,43
4837,513.12,D,79
4838,151.80,B,88
4839,770.09,E,95
4840,327.31,C,78
4841,736.29,C,0
4842,85.88,B,70
4843,955.95,B,26
4844,956.92,E,100
4845,636.16,D,100
4846,427.45,B,78
4847,307.59,E,26
4848,550.83,B,67
4849,95.75,D,77
4850,629.34,E,42
4851,491.66,C,42
4852,562.44,C,71
4853,579.75,C,24
4854,533.08,D,43
4855,820.80,D,53
4856,878.38,E,36
4857,410.49,E,40
4858,860.47,D,69
4859,906.11,A,100
4860,730.55,E,27
4861,555.22,B,93
4862,265.14,C,71
4863,229.47,D,78
4864,304.05,A,93
4865,497.88,C,82
4866,63.69,B,41
4867,978.58,D,19
4868,412.61,D,12
4869,326.41,A,93
4870,167.59,E,98
4871,970.39,D,85
4872,854.97,E,79
4873,351.52,C,56
4874,483.81,A,40
4875,157.36,B,83
4876,106.28,E,0
4877,599.26,C,94
4878,505.99,B,85
4879,728.18,E,39
4880,183.78,D,43
4881,249.85,D,69
4882,845.92,E,27
4883,56.57,C,39
4884,167.22,B,65
4885,163.70,D,81
4886,169.93,B,42
4887,928.49,B,30
4888,327.19,D,38
4889,396.30,B,82
4890,984.34,A,62
4891,59.83,A,58
4892,387.98,E,9
4893,655.82,C,72
4894,789.65,D,66
4895,782.63,D,89
4896,885.47,C,27
4897,99.82,A,58
4898,425.90,B,97
4899,364.67,C,84
4900,319.80,D,48
4901,222.15,B,82
4902,58.59,A,6
4903,775.89,D,25
4904,669.34,C,98
4905,559.19,E,68
4906,661.17,E,18
4907,610.73,C,67
4908,195.72,E,16
4909,624.24,D,62
4910,618.09,E,92
4911,721.15,B,74
4912,907.49,E,33
4913,813.10,C,37
4914,531.31,E,77
4915,355.26,E,38
4916,995.63,C,56
4917,677.95,B,19
4918,256.06,A,49
4919,516.90,D,38
4920,499.20,A,83
4921,935.78,C,10
4922,776.51,D,81
4923,572.20,C,88
4924,730.62,B,94
4925,401.00,C,24
4926,727.54,D,0
4927,310.13,D,31
4928,955.12,A,82
4929,777.81,D,64
4930,502.77,A,32
4931,384.32,A,74
4932,107.15,E,45
4933,511.40,A,85
4934,308.81,A,25
4935,824.11,D,86
4936,26.18,D,89
4937,999.58,A,57
4938,575.73,E,19
4939,139.78,E,18
4940,183.45,B,88
4941,765.50,A,18
4942,328.84,A,20
4943,617.32,A,85
4944,150.80,D,88
4945,701.07,B,16
4946,5.82,E,26
4947,710.28,B,100
4948,723.33,B,35
4949,373.36,A,86
4950,631.03,E,22
4951,616.15,D,3
4952,586.92,D,69
4953,238.39,A,60
4954,701.07,E,71
4955,486.44,A,68
4956,267.29,D,98
4957,684.07,A,58
4958,786.63,A,100
4959,270.14,A,15
4960,998.49,E,75
4961,384.45,E,55
4962,167.67,C,10
4963,255.73,E,98
4964,444.41,E,93
4965,936.82,D,19
4966,37.41,C,46
4967,470.43,E,7
4968,275.61,D,33
4969,222.99,B,48
4970,747.74,A,99
4971,342.36,E,56
4972,749.29,A,25
4973,992.84,B,67
4974,38.69,E,47
4975,102.28,A,56
4976,512.18,B,17
4977,41.08,B,98
4978,451.89,D,68
4979,864.28,A,67
4980,481.92,E,96
4981,757.50,E,65
4982,439.72,E,87
4983,750.21,D,62
4984,672.90,A,28
4985,354.98,B,83
4986,808.97,C,82
4987,977.17,D,12
4988,791.97,D,7
4989,668.84,A,56
4990,394.01,C,64
4991,669.96,A,24
4992,265.05,E,15
4993,210.48,D,85
4994,712.56,A,28
4995,158.90,B,48
4996,39.62,C,100
4997,499.78,B,12
4998,361.96,A,58
4999,554.69,D,91
5000,294.99,A,24
5001,910.77,C,56
5002,860.57,B,32
5003,902.30,E,73
5004,77.05,D,69
5005,909.37,D,47
5006,391.17,A,44
5007,534.32,B,84
5008,648.42,E,71
5009,452.49,D,73
5010,215.46,E,67
5011,359.05,E,80
5012,885.96,C,12
5013,457.92,E,6
5014,523.60,D,83
5015,322.17,A,12
5016,879.70,D,64
5017,212.21,D,17
5018,461.83,A,85
5019,138.59,D,54
5020,199.64,B,62
5021,223.50,C,8
5022,227.38,E,42
5023,23.90,A,40
5024,187.74,D,51
5025,524.00,E,38
5026,52.72,C,68
5027,32.98,E,93
5028,55.36,B,5
5029,161.98,B,86
5030,593.82,D,5
5031,235.27,C,17
5032,188.89,B,78
5033,553.51,A,21
5034,262.49,B,32
5035,152.32,A,50
5036,725.19,A,39
5037,506.67,C,40
5038,788.07,B,53
5039,785.96,D,12
5040,60.33,C,12
5041,201.98,E,33
5042,470.56,A,3
5043,873.94,C,55
5044,291.99,B,66
5045,318.79,C,64
5046,861.92,D,71
5047,566.63,A,36
5048,904.13,D,29
5049,611.58,E,50
5050,444.98,D,9
5051,608.19,A,27
5052,720.23,B,82
5053,887.04,C,85
5054,575.76,C,84
5055,39.42,B,33
5056,854.31,D,23
5057,562.83,B,18
5058,754.23,C,84
5059,868.59,E,34
5060,386.67,A,82
5061,798.67,B,47
5062,942.91,E,38
5063,814.76,E,72
5064,608.95,B,25
5065,248.73,A,39
5066,733.29,E,1
5067,845.40,E,20
5068,934.91,B,69
5069,85.78,E,73
5070,759.08,E,18
5071,198.43,E,28
5072,233.40,D,58
5073,53.82,C,67
5074,802.62,E,5
5075,702.24,C,58
5076,41.53,C,41
5077,917.73,C,9
5078,842.32,A,59
5079,731.67,A,1
5080,689.23,D,7
5081,29.11,A,85
5082,332.15,C,62
5083,838.30,A,40
5084,845.04,B,79
5085,379.98,C,69
5086,670.57,E,58
5087,809.66,A,32
5088,428.50,D,1
5089,99.43,A,29
5090,459.17,D,28
5091,791.49,B,55
5092,764.03,C,68
5093,454.04,A,17
5094,627.36,A,70
5095,119.42,A,7
5096,270.95,D,66
5097,185.04,C,46
5098,852.21,C,0
5099,460.48,C,99
5100,456.18,B,9
5101,180.34,B,100
5102,6.96,E,16
5103,122.63,A,74
5104,14.71,A,83
5105,301.23,E,10
5106,189.78,D,99
5107,98.96,D,62
5108,910.61,B,58
5109,570.73,E,28
5110,762.46,B,0
5111,557.23,D,81
5112,75.09,D,34
5113,667.77,B,36
5114,552.91,C,82
5115,79.34,B,70
5116,931.23,C,68
5117,674.84,A,28
5118,69.31,E,18
5119,76.43,A,62
5120,426.75,A,62
5121,900.80,E,61
5122,47.78,C,53
5123,364.82,B,80
5124,238.42,A,9
5125,588.17,A,87
5126,426.01,E,61
5127,168.83,A,18
5128,482.64,B,60
5129,416.11,A,58
5130,71.24,D,81
5131,109.34,D,26
5132,312.41,A,98
5133,236.98,C,91
5134,247.95,E,40
5135,998.34,B,8
5136,802.34,A,7
5137,357.83,D,14
5138,620.11,B,18
5139,409.20,B,23
5140,693.11,C,10
5141,502.59,B,89
5142,150.82,A,0
5143,33.90,B,77
5144,464.39,A,35
5145,89.97,E,94
5146,471.60,C,41
5147,671.67,A,37
5148,336.51,B,35
5149,280.95,D,11
5150,810.06,E,38
5151,959.01,A,74
5152,225.99,B,6
5153,837.81,B,64
5154,567.11,B,41
5155,511.08,B,29
5156,90.08,B,9
5157,205.81,A,34
5158,141.91,D,32
5159,279.12,E,34
5160,144.15,C,75
5161,11.30,B,82
5162,674.59,B,25
5163,86.09,E,48
5164,654.00,E,56
5165,469.69,A,14
5166,950.18,D,0
5167,56.59,C,99
5168,730.50,A,62
5169,85.60,A,51
5170,81.98,E,3
5171,398.22,E,90
5172,282.03,D,14
5173,751.22,B,38
5174,460.72,B,8
